Datum,Meldung
2015-10-09,Stellenausschreibung: wissenschaftliche Redakteurin/ wissenschaftlicher Redakteur
2015-10-09,Stipendienausschreibung: Die Arbeit und ihre Subjekte. Mediale Diskursivierungen von Arbeit seit 1960
2015-10-09,Stellenausschreibung: Ryerson University tenure-track position: Assistant Professor in Communication Studies
2015-10-09,Stellenausschreibung: Assistant Professor: Media Studies and Screen Cultures
2015-10-09,CfP: Zeiten des Aufbruchs: Der lange Sommer populärer Musikkulturen und der gesellschaftliche Wandel 19651985
2015-10-09,Veranstaltung: Otherwise Engaged. Critical Analytics and the New Meanings of Engagement Online
2015-10-09,Veranstaltung: Moving Image Analytics: Research Infrastructure for Film Heritage
2015-10-09,Veranstaltung: Archäomediale & Cinarchea  Internationales Archäologie-Film-Medien-Festival
2015-10-09,CfP: Interfaces of Play and Game: Engaging Media Ecosystems
2015-10-09,CfP: Out of line  Zur Theorie und Geschichte ungewöhnlicher Werbeformen
2015-10-09,CfP: i-Docs 2016
2015-10-09,CfP: THE FANTASTIC NOW: RESEARCH IN THE FANTASTIC IN THE 21st CENTURY
2015-10-09,CfP: Perspektiven
2015-10-16,"Stellenausschreibung: Professur (W2) für Kulturen und Theorien des Populären (Universität Köln, zum 1.4.2016)"
2015-10-16,"Stellenausschreibung: Juniorprofessur (W 1) ohne Tenure Track für Geschichte und Geschichtsschreibung der technischen Bildmedien (Universität Köln, ab sofort)"
2015-10-16,"Stellenausschreibung: Vier Stellen als Akademische/r Mitarbeiter/in (Filmuniversität Potsdam, ab sofort)"
2015-10-16,CfP: Das ludische Selbst: Subjekt-Objekt-Verhältnisse im Computerspiel (Einreichung bis 30.11.2015)
2015-10-16,"CfP: Embodiment, Perception and Critical Practice (Bochum 8.-9.7.2016, Einreichung bis 1.2.2016)"
2015-10-16,"CfP: Medienanthropologische Szenen (Weimar 7.-9.7.2016, Einreichung bis 31.12.2015)"
2015-10-16,"Veranstaltung: PROJECT K  THE KOREA FILM FESTIVAL 2015 (Frankfurt am Main, 21-25.10.2015)"
2015-10-16,"Veranstaltung: Vortragsreihe ""Medien|Denken"" (Bochum, ab 04.11.2015)"
2015-10-16,"Veranstaltung: Späte Stummfilme. Klassiker des Kinos 1924  1930, Ringvorlesung (Bielefeld, ab 21.10.2015)"
2015-10-16,"Veranstaltung: Merkur-Gespräche 2: Das Netz, historisch betrachtet (Berlin, 23.10.15)"
2015-10-16,Nicholas Baer erhält Karsten-Witte-Preis 2015
2015-10-16,Veranstaltung: Lübeck Film Studies Colloquium (6.-7.11.2015)
2015-10-16,"Stellenausschreibung: Bereichsleiter/in Sammlungen, Stiftung Deutsche Kinemathek, Berlin (zum 1.1.2016)"
2015-10-23,"Stellenausschreibung: W1-Juniorprofessur (50 %) für Medientheorie (München, zum 01.04.2016)"
2015-10-23,"CfP: Nachwuchsforschungsworkshop zu Populärkultur und Medien (Hildesheim 04.-06.02.2016, Einreichung bis 01.11.2015)"
2015-10-23,"CfP: Sounding out the Anthropocene. Investigating Sonic Media Ecologies (Basel, 10.-11.03.2016, Einreichung bis 01.12.2015)"
2015-10-23,"Veranstaltung: Glaube an die Welt, Vortrags- und Workshopreihe (Düsseldorf, ab 27.10.2015)"
2015-10-23,"Veranstaltung: Film and History: The Korean Example (London, 05.-06.11.2015)"
2015-10-23,"Veranstaltung: Deleuze (wieder) sehen, Film- und Vortragsreihe (Offenbach, Frankfurt am Main 06.-15.11.2015)"
2015-10-23,"Veranstaltung: Media Transitions in the Arab World (Münster, 30.-31.10.2015)"
2015-10-23,"Treffen der Initiative ""Für gute Arbeit in der Wissenschaft"""
2015-10-23,Julia Bee und Kristina Pia Hofer erhalten den Best Publication Award Gender & Medien
2015-11-13,"Veranstaltung: Game Studies at the Museum (Köln, 27.-28.11.2015)"
2015-11-13,"Veranstaltung: Die Fragilität des Familiären: Caroline Links Kino (Bamberg, 17.-18.11.2015)"
2015-11-13,"CfP: Penser en langues - In Sprachen denken (Paris, 18.-20.03.2016, Einreichung bis 15.12.2015)"
2015-11-13,"Stellenausschreibung: Wissenschaftliche/r Mitarbeiter/in post-doc, Graduiertenkolleg ´Das Wissen der Künste´ (Berlin, zum 01.04.2016, Bewerbungsschluss: 10.12.2015)"
2015-11-13,"Stipendienausschreibung: Zwei Promotionsstipendien am Graduiertenkolleg ´Das Wissen der Künste´ (Berlin, zum 01.04.2016, Bewerbungsschluss: 10.12.2015)"
2015-11-13,"Stellenausschreibung: Juniorprofessur (W1, ohne Tenure Track) für Sound Studies (Köln, ab sofort)"
2015-11-13,CfP: Der mobile Blick. Visuelle Medien und touristische Wahrnehmung (Einreichung bis 30.11.2015)
2015-11-13,"Veranstaltung: Im Laboratorium - Entwurf & Experiment als ästhetische Zugriffsweisen auf `Welt´(Bayreuth, 19.-21.11.2015)"
2015-11-20,"CfP: Spring School: Participation in Media Cultures (Tübingen 05.-08.04.2016, Einreichung bis 15.12.2015)"
2015-11-20,"CfP: `One does not simply...´ - Memes zwischen #Originalität und #Viralität (Berlin 16.03.2016, Einreichung bis 15.12.2015)"
2015-11-20,"Stellenausschreibung: Wissenschaftliche Mitarbeiterin / Mitarbeiter (Postdoktorandin / Postdoktorand) (Marburg, zum 01.04.2016, Bewerbungsschluss: 11.12.2015)"
2015-11-20,"Stellenausschreibung: wissenschaftliche Mitarbeiterin / wissenschaftlicher Mitarbeiter (Hildesheim, zum 01.03.2016, Bewerbungsschluss: 31.12.2015)"
2015-11-20,"CfP: Reconfiguring the (Non-)Political. Performing and Narrating Change and Continuity (Tunis 28.08.-04.09.2016, Einreichung bis 29.02.2016)"
2015-11-20,"CfP: Intimität. Zeitschrift für Medienwissenschaft, Heft 15 (Einreichung bis 30.04.2016)"
2015-11-20,"Veranstaltung: What`s in a Year? Reflections on 1967 (Marburg, 10.-11.12.2015)"
2015-11-20,"Veranstaltung: Die Maschine: Freund oder Feind? - Mensch und Technologie im digitalen Zeitalter (Bonn, ab 03.10.2015)"
2015-11-20,"Veranstaltung: Films That Work. The Circulations of Industrial Cinema (Frankfurt/Main, 15.-18.12.2015)"
2015-11-20,"Veranstaltung: Artefakte. Pforzheimer Vorträge zu Kunst-, Design- und Medientheorie (Pforzheim, ab 24.11.2015)"
2015-11-20,"Veranstaltung: Cologne Media Lectures: Alteritäten der ästhetischen Moderne (Köln, ab 15.12.2015)"
2015-11-20,"Veranstaltung: Flusser Talks `Entwerfen´ (Berlin, 25.11.2015)"
2015-11-26,"CfP: Otherwise Engaged. Critical Analytics and the New Meanings of Engagement Online (Amsterdam, 11.-15.01.2016, Einreichung bis 10.12.2015)"
2015-11-26,"CfP: Hackademia. Empirical Studies in Computing Cultures (Lüneburg, 28.08.-02.09.2016, Einreichung bis 04.01.2016)"
2015-11-26,"Stellenausschreibung: Lehrstuhl für digitale Medien (Witten/Herdecke, zum 01.09.2016, Bewerbungsschluss 31.12.2015)"
2015-11-26,"Stipendienausschreibung: bis zu 13 Promotionsstipendien, GCSC Gießen (zum 01.10.2016, Bewerbungsschluss: 02.02.2016)"
2015-11-26,"Veranstaltung: Genre und Gender. Interdisziplinäre Perspektiven auf Medienphänomene und Geschlechterordnungen. (Bremen, 11.-12.12.2015)"
2015-11-26,"Stellenausschreibung: Assistant Professor, tenure-track (Vermont, zum 01.08.2016, Bewerbung ab sofort)"
2015-11-26,"Stellenausschreibung: Akademische/r Mitarbeiter/in, Angewandte Medienwissenschaften (Cottbus, ab sofort)"
2015-12-04,CfP: Interaktive Medien: Interfaces - Netze - Virtuelle Welten (Einreichung bis 11.01.2016)
2015-12-04,"Stellenausschreibung: zwei Stellen wissenschaftliche Mitarbeiterin / wissenschaftlicher Mitarbeiter (50% TV-L E 13) (Bremen, zum 01.03.2016, Bewerbungsschluss: 18.12.2015)"
2015-12-04,"Stellenausschreibung: 3 Professors in Art/Design/Fashion (Winchester, Bewerbungsschluss: 22.01.2016)"
2015-12-04,"Stellenausschreibung: Professor, Critical Media Practices (CMCI) (University of Colorado, Boulder)"
2015-12-04,"Stellenausschreibung: Assistant Professor, Middle Eastern and/or South Asian film (University of Virginia, zum 25.08.2016)"
2015-12-04,"CfP: The Real of Reality. International Conference on Philosophy and Film (Karlsruhe 02.-06.11.2016, Einreichung bis 31.12.2015)"
2015-12-11,"Stellenausschreibung: Post-Doc Stelle (TV-L E 13, 100%) Graduiertenkolleg Freiburg (zum 01.10.2016, Bewerbungsschluss: 07.01.2016)"
2015-12-11,"Stellenausschreibung: zwei Promotionsstellen (65% TV-L E13) Graduiertenkolleg Freiburg (zum 01.04.2016, Bewerbungsschluss: 07.01.2016)"
2015-12-11,"Stellenausschreibung: Professur, Culture des pays germaniques (Sorbonne Paris)"
2015-12-11,"CfP: Sex and the Cinema (Canterbury 09.-11.12.2016, Einreichung bis 01.05.2016)"
2015-12-11,"CfP: DFG-Schwerpunktprogramm ""Digitales Bild"" (Einreichung bis 06.01.2016)"
2015-12-11,"Veranstaltung: Thomas Harlan  ein interdisziplinäres Symposium (Potsdam, 22.-23.01.2016)"
2015-12-11,"CfP: ...like its 1992, Jubiläumsausgabe Montage AV (Einreichung bis 01.05.2016)"
2015-12-11,"CfP: Netzwerke (revisited) (Bochum 19.-20.05.2016, Einreichung bis 15.01.2016)"
2015-12-11,"Veranstaltung: Unfrozen - First SDN Design Research Winter Summit (Brienz, 28.-31.01.2016)"
2015-12-18,"Veranstaltung: CURRICULUM POP. Oder: Der Preis der Institutionalisierung (Hildesheim, 04.-06.02.2016)"
2015-12-18,"Veranstaltung: Constructed Realities. Zum Verhältnis von medialen Praktiken und der Konzeption von Architektur (Frankfurt/Main, ab 01.12.2015)"
2015-12-18,"CfP: in/between: cultures of connectivity (Potsdam, 28.-30.07.2016, Einreichung bis 31.01.2016)"
2015-12-18,CfP: Sissis World: The Empress Elisabeth in Memory and Myth (Einreichung bis 01.02.2016)
2015-12-18,"CfP: Digitale Medien: Zusammenarbeit in der Bildung (Innsbruck 29.08.-01.09.2016, Einreichung bis 29.02.2016)"
2015-12-18,"Stellenausschreibung: Professur (W3): Dramaturgie und Ästhetik der audiovisuellen Medien (Filmuniversität Babelsberg, zum 01.10.2016, Bewerbungsschluss: 29.01.2016)"
2015-12-18,"Stellenausschreibung: nebenberufliche Professur (W2): Medienwissenschaft (Hamburg, zum 01.04.2016, Bewerbungsschluss: 21.02.2016)"
2015-12-18,"Stellenausschreibung: Assistant Professor in Lens Based Media (Montana State University-Bozeman, zum 16.08.2016)"
2015-12-18,Schließung der GfM-Geschäftsstelle über den Jahreswechsel
2015-12-18,"Stellenausschreibung: Director, School of Film and Photography (Montana State University, zum 01.07.2016)"
2016-01-08,"CfP: Film Theory in Media History: »Nodes« and »Edges« (Shanghai, 03.-05.06.2016, Einreichung bis 15.01.2016)"
2016-01-08,Neugründung: AG Affective Media Technologies
2016-01-08,"Stellenausschreibung: Akademische/r Mitarbeiter/in, Angewandte Medienwissenschaften (Cottbus, ab sofort, Bewerbungsschluss: 18.01.2016)"
2016-01-08,"Veranstaltung: Yasujiro Ozu und die Ästhetik seiner Zeit (Frankfurt/Main, 29.-30.01.2016)"
2016-01-08,"Veranstaltung: Expanded Television (Bonn/Köln, 14.-15.01.2016)"
2016-01-08,"Veranstaltung: Film | Tanz | Diskurs. Bewegungsbilder vom Tanzen im modernen Kino (Mainz, 28.-30.01.2016)"
2016-01-08,"CfP: Screenwriting between Artistic Freedom and Norms (Stockholm, 08.-10.09.2016, Einreichung bis 15.02./15.03.2016)"
2016-01-08,"CfP: Vom Cyber-Terrorismus bis zum digitalen Bilderkrieg (Karlsruhe, 25.-26.02.2016, Einreichung bis 22.01.2016)"
2016-01-08,"Stellenausschreibung: Postdoctoral Fellowship (1-year) »Documentary Media and Historical Transformations« (Indiana University, ab 01.07.2016, Bewerbungsschluss: 01.03.2016)"
2016-01-08,"Stellenausschreibung: 4 Promotionsstipendien »Vergegenwärtigungen« (Graduiertenkolleg Hamburg, zum 15.03.2016, Bewerbungsschluss: 31.01.2016)"
2016-01-08,"Veranstaltung: Interferences and Events. Epistemic Shifts in Physics through Computer Simulations (Lüneburg, 20.-21.01.2016)"
2016-01-15,"Stellenausschreibung: wiss. Mitarb. (13 TV-L 100%), Science and Technology Studies (Siegen, zum 01.04.2016, Bewerbungsschluss: 05.02.2016)"
2016-01-15,"CfP: Call for Editorial Board Membership, Yearbook of Moving Image Studies"
2016-01-15,"Veranstaltung: Die Macht der strategischen Kommunikation (München, 18.-19.02.2016)"
2016-01-15,"CfP: Kulturen des Reparierens und die Lebensdauer technischer Dinge (Wuppertal, 19.-20.01.2017, Einreichung bis 08.04.2016)"
2016-01-15,"Veranstaltung: Ästhetik des Stillstands - Stasis und Latenz (Düsseldorf, 28.-30.01.2016)"
2016-01-15,"CfP: Maps and Apps: Mobile media and the reconfigurations of knowledge (Marburg, 10.-11.11.2016, Einreichung bis 31.03.2016)"
2016-01-15,"Veranstaltung: Freiheit, Sicherheit, Datenschutz - Schöne neue Welt? (Freiburg, ab 12.01.2016)"
2016-01-15,"Veranstaltung: Archäologie der Spezialeffekte (Basel, 27.-30.01.2016)"
2016-01-15,"Veranstaltung: Verbunden, Verwickelt, Verwirrt (München, 25.01.2016)"
2016-01-15,"Veranstaltung: Digitalität und Diversität: die Geisteswissenschaften im Jahr 2026 (Mainz, 29.01.2016)"
2016-01-15,"CfP: The Ideal Animal - How Images of Animals and Animals Were Created (Kassel, 02.-03.06.2016, Einreichung bis 15.02.2016)"
2016-01-15,"Veranstaltung: Resonanzen - Oswald Spengler und die Postmoderne (Lüneburg, 27.-29.01.2016)"
2016-01-15,"CfP: Crime, Dis/Order, Narration (Göttingen, 30.08.-03.09.2016, Einreichung bis 15.04.2016)"
2016-01-22,"Veranstaltung: Populäre Musik und Identitätspolitiken: Radio machen, überliefern und rezipieren (Zürich, 18.-20.02.2016)"
2016-01-22,"Veranstaltung: Non-knowledge and Digital Cultures (Lüneburg, 26.-27.01.2016)"
2016-01-22,"Stellenausschreibung: 2x Lecturer, King`s College (London, Bewerbungsschluss: 14.02.2016)"
2016-01-22,"Stellenausschreibung: Gastprofessor/in, 4 Monate (Wien, zum 01.03.2016, Bewerbungsschluss: 04.02.2016)"
2016-01-22,"Stellenausschreibung: 2x Professor, 1x Lecturer, University of East Anglia (Norwich, Bewerbungsschluss: ab 15.02.2016)"
2016-01-22,CfP: MEDIENwissenschaft: Rezensionen | Reviews - Perspektiven (Einreichung bis 15.02.2016)
2016-01-22,"CfP: Image Temporality: The Relation of Time, Space and Reception of Visual Media (Einreichung bis 01.08.2016)"
2016-01-22,"CfP: Konsumkritische Projekte und Praktiken: Ziele, Muster und Folgen gemeinschaftlichen Konsums (Bremen, 23.-24.06.2016, Einreichung bis 28.02.2016)"
2016-01-22,"Stellenausschreibung: wissenschaftliche/r Mitarbeiter/in (TV-L E 13, 50%) (Siegen, ab sofort, Bewerbungsschluss: 05.02.2016)"
2016-01-29,"CfP: ANIMAFEST SCANNER III (Zagreb, 07.-08.06.2016, Einsendung bis 10.03.2016)"
2016-01-29,"Stellenausschreibung: künstlerische Professur für Games (W3) (Kassel, ab sofort, Bewerbungsschluss: 03.02.2016)"
2016-01-29,"Stellenausschreibung: Associate Professor in History of Art (Oslo, Bewerbungsschluss: 15.03.2016)"
2016-01-29,"Stipendienausschreibung: Die Arbeit und ihre Subjekte. Mediale Diskursivierungen von Arbeit seit 1960 (Duisburg-Essen, Bewerbungsschluss: 01.04.2016)"
2016-01-29,"CfP: Call for Translation Projects: Transnational Perspectives on Film Theory, Criticism and Culture (Einreichung bis 15.02.2016)"
2016-01-29,"CfP: Summer School: On Simulation in Science (Lüneburg, 26.-30.09.2016, Einreichung bis 29.02.2016)"
2016-01-29,CfP: Serienfragmente (Einreichung bis 01.03.2016)
2016-01-29,"CfP: Post-Digital Culture, Online-Publikation (deutsch/englisch)"
2016-01-29,"CfP: Televisuelle Konstruktionen des Kritischen (Berlin, 01.04.2016,"
2016-01-29,"Veranstaltung: 1st International Conference Colour in Film (London, 02.-03.03.2016)"
2016-01-29,Call for Entries: Be a better being (Einreichung bis 24.06.2016)
2016-01-29,"Stellenausschreibung: zwei Stellen für wissenschaftliche MitarbeiterInnen (50% E 13 TV-L) (Braunschweig, zum 01.04.2016, Bewerbungsschluss: 01.03.2016)"
2016-01-29,"CfP: Verging: Technologies/Practices/Aesthetics in Contemporary Documentary (Toronto, 18.-19.03.2016, Einreichung bis 19.02.2016)"
2016-02-05,"Stellenausschreibung: W2 Professur für Medienwissenschaft (Kiel, ab sofort, Bewerbungsschluss: 18.03.2016)"
2016-02-05,"Stellenausschreibung: Senior Lecturer in Moving Image (History and Theory) (Harrow, UK, Bewerbungsschluss: 28.02.2016)"
2016-02-05,"Stipendienausschreibung: Westlicht-Halbstipendium für Fotografie (Krems, Bewerbungsschluss: 10.02.2016)"
2016-02-05,"CfP: In Situ. [sic!] Summer Institute Cologne (22.08.-02.09.2016, Einreichung bis 29.02.2016)"
2016-02-05,"CfP: Big Data: Implikationen für Bildung/Medienbildung und Gesellschaft (Magdeburg, 08.-09.07.2016, Einreichung bis 30.04.2016)"
2016-02-05,CfP: Home. NECSUS Autumn 2016 (Einreichung bis 29.02.2016)
2016-02-05,"CfP: Scattered Subalternities: Transnationalism, Globalization, and Power (Einreichung bis 30.04.2016)"
2016-02-05,"Veranstaltung: Biokybernetik und Teilhabe. Transformationsprozesse zwischen Mensch und Technik (Konstanz, 25.-27.02.2016)"
2016-02-05,"Veranstaltung: Woche der Kritik (Berlin, 11.-18.2.2016)"
2016-02-05,"Stellenausschreibung: Wissenschaftliche/r Mitarbeiter/in (TV-L E 13, 65%) (Bochum, ab sofort, Bewerbungsschluss: 15.03.2016)"
2016-02-12,"Stellenausschreibung: wissenschaftliche Mitarbeiterin/ Mitarbeiter (50% TV-L E13) (Braunschweig, zum 01.04.2016, Bewerbungsschluss: 01.03.2016)"
2016-02-12,"Stellenausschreibung: wissenschaftliche Mitarbeiterin/ Mitarbeiter (50% TV-L E13) (Braunschweig, zum 01.04.2016, Bewerbungsschluss: 01.03.2016)"
2016-02-12,"Veranstaltung: Sounding Out the Anthropocene. Investigating Sonic Media Ecologies (Basel, 10.-11.03.2016)"
2016-02-12,"Veranstaltung: 29. Film- und Fernsehwissenschaftliches Kolloquium (Bayreuth, 24.-26.02.2016)"
2016-02-12,CfP: Non-Fiction Transmedia (Einreichung bis 12.03.2016)
2016-02-12,"Call for Proposals: Film- und medienwissenschaftliche Lehre (Universität Wien, Einreichung bis 15.03.2015)"
2016-02-12,"Stellenausschreibung: Professur (W3) für Kulturen des Kuratorischen (Leipzig, zum 01.10.2017, Bewerbungsschluss: 15.03.2016)"
2016-02-12,"Stellenausschreibung: wissenschaftliche Mitarbeiterin / wissenschaftlicher Mitarbeiter (50% TV-L E13) (Paderborn, zum 15.04.2016, Bewerbungsschluss: 29.02.2016)"
2016-02-12,"Stellenausschreibung: Juniorprofessur: Europäische Ethnologie mit dem Schwerpunkt Medienanthropologie/Ethnographie neuer Medien (Berlin, zum 01.10.2016, Bewerbungsschluss: 10.03.2016)"
2016-02-12,"Stellenausschreibung: Befristete W2-Professur (5 Jahre): Design und Strategien Digitaler Kommunikation (Düsseldorf, Bewerbunsschluss: 29.02.2016)"
2016-02-19,"Stellenausschreibung: Juniorprofessur (W1) für Literatur- und Mediendidaktik (Münster, zum 01.10.2016, Bewerbungsschluss: 18.03.2016)"
